sim,winner_overall,state_id,abbr,winner,state
14,Biden,20,MA,Biden,Massachusetts
14,Biden,21,MD,Biden,Maryland
14,Biden,22,ME,Biden,Maine
14,Biden,24,MN,Biden,Michigan
14,Biden,25,MO,Biden,Minnesota
14,Biden,26,MS,Trump,Missouri
14,Biden,27,MT,Biden,Mississippi
14,Biden,28,NC,Trump,Montana
14,Biden,29,ND,Biden,North Carolina
14,Biden,30,NE,Trump,North Dakota
14,Biden,31,NH,Trump,Nebraska
14,Biden,32,NJ,Biden,New Hampshire
14,Biden,33,NM,Biden,New Jersey
14,Biden,34,NV,Biden,New Mexico
14,Biden,35,NY,Biden,Nevada
14,Biden,36,OH,Biden,New York
14,Biden,37,OK,Trump,Ohio
14,Biden,38,OR,Trump,Oklahoma
14,Biden,39,PA,Biden,Oregon
14,Biden,40,RI,Biden,Pennsylvania
14,Biden,41,SC,Biden,Rhode Island
14,Biden,42,SD,Biden,South Carolina
14,Biden,43,TN,Trump,South Dakota
14,Biden,44,TX,Biden,Tennessee
14,Biden,45,UT,Biden,Texas
14,Biden,46,VA,Trump,Utah
14,Biden,47,VT,Biden,Virginia
14,Biden,48,WA,Biden,Vermont
14,Biden,49,WI,Biden,Washington
14,Biden,50,WV,Biden,Wisconsin
14,Biden,51,WY,Trump,West Virginia
14,Biden,52,NA,Trump,Wyoming
15,Biden,1,AK,Trump,Alaska
15,Biden,2,AL,Trump,Alabama
15,Biden,3,AR,Trump,Arkansas
15,Biden,4,AZ,Biden,Arizona
15,Biden,5,CA,Biden,California
15,Biden,6,CO,Biden,Colorado
15,Biden,7,CT,Biden,Connecticut
15,Biden,8,DC,Biden,District of Columbia
15,Biden,9,DE,Biden,Delaware
15,Biden,10,FL,Biden,Florida
15,Biden,11,GA,Biden,Georgia
15,Biden,12,HI,Biden,Hawaii
15,Biden,13,IA,Biden,Iowa
15,Biden,14,ID,Trump,Idaho
15,Biden,15,IL,Biden,Illinois
15,Biden,16,IN,Trump,Indiana
15,Biden,17,KS,Trump,Kansas
15,Biden,18,KY,Trump,Kentucky
15,Biden,19,LA,Trump,Louisiana
15,Biden,20,MA,Biden,Massachusetts
15,Biden,21,MD,Biden,Maryland
15,Biden,22,ME,Biden,Maine
15,Biden,24,MN,Biden,Michigan
15,Biden,25,MO,Biden,Minnesota
15,Biden,26,MS,Trump,Missouri
15,Biden,27,MT,Trump,Mississippi
15,Biden,28,NC,Trump,Montana
15,Biden,29,ND,Biden,North Carolina
15,Biden,30,NE,Trump,North Dakota
15,Biden,31,NH,Trump,Nebraska
15,Biden,32,NJ,Biden,New Hampshire
15,Biden,33,NM,Biden,New Jersey
15,Biden,34,NV,Biden,New Mexico
15,Biden,35,NY,Biden,Nevada
15,Biden,36,OH,Biden,New York
15,Biden,37,OK,Trump,Ohio
15,Biden,38,OR,Trump,Oklahoma
15,Biden,39,PA,Biden,Oregon
15,Biden,40,RI,Biden,Pennsylvania
15,Biden,41,SC,Biden,Rhode Island
15,Biden,42,SD,Biden,South Carolina
15,Biden,43,TN,Trump,South Dakota
15,Biden,44,TX,Trump,Tennessee
15,Biden,45,UT,Biden,Texas
15,Biden,46,VA,Trump,Utah
15,Biden,47,VT,Biden,Virginia
15,Biden,48,WA,Biden,Vermont
15,Biden,49,WI,Biden,Washington
15,Biden,50,WV,Biden,Wisconsin
15,Biden,51,WY,Trump,West Virginia
15,Biden,52,NA,Trump,Wyoming
16,Biden,1,AK,Trump,Alaska
16,Biden,2,AL,Trump,Alabama
16,Biden,3,AR,Trump,Arkansas
16,Biden,4,AZ,Biden,Arizona
16,Biden,5,CA,Biden,California
16,Biden,6,CO,Biden,Colorado
16,Biden,7,CT,Biden,Connecticut
16,Biden,8,DC,Biden,District of Columbia
16,Biden,9,DE,Biden,Delaware
16,Biden,10,FL,Biden,Florida
16,Biden,11,GA,Trump,Georgia
16,Biden,12,HI,Biden,Hawaii
16,Biden,13,IA,Trump,Iowa
16,Biden,14,ID,Trump,Idaho
16,Biden,15,IL,Biden,Illinois
16,Biden,16,IN,Trump,Indiana
16,Biden,17,KS,Trump,Kansas
16,Biden,18,KY,Trump,Kentucky
16,Biden,19,LA,Trump,Louisiana
16,Biden,20,MA,Biden,Massachusetts
16,Biden,21,MD,Biden,Maryland
16,Biden,22,ME,Biden,Maine
16,Biden,24,MN,Biden,Michigan
16,Biden,25,MO,Biden,Minnesota
16,Biden,26,MS,Trump,Missouri
16,Biden,27,MT,Trump,Mississippi
16,Biden,28,NC,Biden,Montana
16,Biden,29,ND,Trump,North Carolina
16,Biden,30,NE,Trump,North Dakota
16,Biden,31,NH,Trump,Nebraska
16,Biden,32,NJ,Trump,New Hampshire
16,Biden,33,NM,Biden,New Jersey
16,Biden,34,NV,Biden,New Mexico
16,Biden,35,NY,Biden,Nevada
16,Biden,36,OH,Biden,New York
16,Biden,37,OK,Trump,Ohio
16,Biden,38,OR,Trump,Oklahoma
16,Biden,39,PA,Biden,Oregon
16,Biden,40,RI,Trump,Pennsylvania
16,Biden,41,SC,Biden,Rhode Island
16,Biden,42,SD,Trump,South Carolina
16,Biden,43,TN,Trump,South Dakota
16,Biden,44,TX,Trump,Tennessee
16,Biden,45,UT,Trump,Texas
16,Biden,46,VA,Trump,Utah
16,Biden,47,VT,Biden,Virginia
16,Biden,48,WA,Biden,Vermont
16,Biden,49,WI,Biden,Washington
16,Biden,50,WV,Biden,Wisconsin
16,Biden,51,WY,Trump,West Virginia
16,Biden,52,NA,Trump,Wyoming
17,Biden,1,AK,Trump,Alaska
17,Biden,2,AL,Trump,Alabama
17,Biden,3,AR,Trump,Arkansas
17,Biden,4,AZ,Biden,Arizona
17,Biden,5,CA,Biden,California
17,Biden,6,CO,Biden,Colorado
17,Biden,7,CT,Biden,Connecticut
17,Biden,8,DC,Biden,District of Columbia
17,Biden,9,DE,Biden,Delaware
17,Biden,10,FL,Biden,Florida
17,Biden,11,GA,Biden,Georgia
17,Biden,12,HI,Biden,Hawaii
17,Biden,13,IA,Trump,Iowa
17,Biden,14,ID,Trump,Idaho
17,Biden,15,IL,Biden,Illinois
17,Biden,16,IN,Trump,Indiana
17,Biden,17,KS,Trump,Kansas
17,Biden,18,KY,Trump,Kentucky
17,Biden,19,LA,Trump,Louisiana
17,Biden,20,MA,Biden,Massachusetts
17,Biden,21,MD,Biden,Maryland
17,Biden,22,ME,Biden,Maine
17,Biden,24,MN,Biden,Michigan
17,Biden,25,MO,Biden,Minnesota
17,Biden,26,MS,Trump,Missouri
17,Biden,27,MT,Trump,Mississippi
17,Biden,28,NC,Trump,Montana
17,Biden,29,ND,Biden,North Carolina
17,Biden,30,NE,Trump,North Dakota
17,Biden,31,NH,Trump,Nebraska
17,Biden,32,NJ,Biden,New Hampshire
17,Biden,33,NM,Biden,New Jersey
17,Biden,34,NV,Biden,New Mexico
17,Biden,35,NY,Biden,Nevada
17,Biden,36,OH,Biden,New York
17,Biden,37,OK,Biden,Ohio
17,Biden,38,OR,Trump,Oklahoma
17,Biden,39,PA,Biden,Oregon
17,Biden,40,RI,Biden,Pennsylvania
17,Biden,41,SC,Biden,Rhode Island
17,Biden,42,SD,Trump,South Carolina
17,Biden,43,TN,Trump,South Dakota
17,Biden,44,TX,Trump,Tennessee
17,Biden,45,UT,Trump,Texas
17,Biden,46,VA,Trump,Utah
17,Biden,47,VT,Biden,Virginia
17,Biden,48,WA,Biden,Vermont
17,Biden,49,WI,Biden,Washington
17,Biden,50,WV,Biden,Wisconsin
17,Biden,51,WY,Trump,West Virginia
17,Biden,52,NA,Trump,Wyoming
18,Biden,1,AK,Trump,Alaska
18,Biden,2,AL,Trump,Alabama
18,Biden,3,AR,Trump,Arkansas
18,Biden,4,AZ,Biden,Arizona
18,Biden,5,CA,Biden,California
18,Biden,6,CO,Biden,Colorado
18,Biden,7,CT,Biden,Connecticut
18,Biden,8,DC,Biden,District of Columbia
18,Biden,9,DE,Biden,Delaware
18,Biden,10,FL,Biden,Florida
18,Biden,11,GA,Biden,Georgia
18,Biden,12,HI,Biden,Hawaii
18,Biden,13,IA,Biden,Iowa
18,Biden,14,ID,Trump,Idaho
18,Biden,15,IL,Biden,Illinois
18,Biden,16,IN,Trump,Indiana
18,Biden,17,KS,Trump,Kansas
18,Biden,18,KY,Trump,Kentucky
18,Biden,19,LA,Trump,Louisiana
18,Biden,20,MA,Biden,Massachusetts
18,Biden,21,MD,Biden,Maryland
18,Biden,22,ME,Biden,Maine
18,Biden,24,MN,Biden,Michigan
18,Biden,25,MO,Biden,Minnesota
18,Biden,26,MS,Trump,Missouri
18,Biden,27,MT,Trump,Mississippi
18,Biden,28,NC,Biden,Montana
18,Biden,29,ND,Biden,North Carolina
18,Biden,30,NE,Trump,North Dakota
18,Biden,31,NH,Trump,Nebraska
18,Biden,32,NJ,Biden,New Hampshire
18,Biden,33,NM,Biden,New Jersey
18,Biden,34,NV,Biden,New Mexico
18,Biden,35,NY,Biden,Nevada
18,Biden,36,OH,Biden,New York
18,Biden,37,OK,Biden,Ohio
18,Biden,38,OR,Trump,Oklahoma
18,Biden,39,PA,Biden,Oregon
18,Biden,40,RI,Biden,Pennsylvania
18,Biden,41,SC,Biden,Rhode Island
18,Biden,42,SD,Trump,South Carolina
18,Biden,43,TN,Trump,South Dakota
18,Biden,44,TX,Trump,Tennessee
18,Biden,45,UT,Trump,Texas
18,Biden,46,VA,Trump,Utah
18,Biden,47,VT,Biden,Virginia
18,Biden,48,WA,Biden,Vermont
18,Biden,49,WI,Biden,Washington
18,Biden,50,WV,Biden,Wisconsin
18,Biden,51,WY,Trump,West Virginia
18,Biden,52,NA,Trump,Wyoming
19,Biden,1,AK,Trump,Alaska
19,Biden,2,AL,Trump,Alabama
19,Biden,3,AR,Trump,Arkansas
19,Biden,4,AZ,Biden,Arizona
19,Biden,5,CA,Biden,California
19,Biden,6,CO,Biden,Colorado
19,Biden,7,CT,Biden,Connecticut
19,Biden,8,DC,Biden,District of Columbia
19,Biden,9,DE,Biden,Delaware
19,Biden,10,FL,Biden,Florida
19,Biden,11,GA,Biden,Georgia
19,Biden,12,HI,Biden,Hawaii
19,Biden,13,IA,Biden,Iowa
19,Biden,14,ID,Trump,Idaho
19,Biden,15,IL,Biden,Illinois
19,Biden,16,IN,Trump,Indiana
19,Biden,17,KS,Trump,Kansas
19,Biden,18,KY,Trump,Kentucky
19,Biden,19,LA,Trump,Louisiana
19,Biden,20,MA,Biden,Massachusetts
19,Biden,21,MD,Biden,Maryland
19,Biden,22,ME,Biden,Maine
19,Biden,24,MN,Biden,Michigan
19,Biden,25,MO,Biden,Minnesota
19,Biden,26,MS,Trump,Missouri
19,Biden,27,MT,Trump,Mississippi
19,Biden,28,NC,Trump,Montana
19,Biden,29,ND,Trump,North Carolina
19,Biden,30,NE,Trump,North Dakota
19,Biden,31,NH,Trump,Nebraska
19,Biden,32,NJ,Biden,New Hampshire
19,Biden,33,NM,Biden,New Jersey
19,Biden,34,NV,Biden,New Mexico
19,Biden,35,NY,Biden,Nevada
19,Biden,36,OH,Biden,New York
19,Biden,37,OK,Biden,Ohio
19,Biden,38,OR,Trump,Oklahoma
19,Biden,39,PA,Biden,Oregon
19,Biden,40,RI,Biden,Pennsylvania
19,Biden,41,SC,Biden,Rhode Island
19,Biden,42,SD,Trump,South Carolina
19,Biden,43,TN,Trump,South Dakota
19,Biden,44,TX,Trump,Tennessee
19,Biden,45,UT,Trump,Texas
19,Biden,46,VA,Trump,Utah
19,Biden,47,VT,Biden,Virginia
19,Biden,48,WA,Biden,Vermont
19,Biden,49,WI,Biden,Washington
19,Biden,50,WV,Biden,Wisconsin
19,Biden,51,WY,Trump,West Virginia
19,Biden,52,NA,Trump,Wyoming
20,Biden,1,AK,Biden,Alaska
20,Biden,2,AL,Trump,Alabama
20,Biden,3,AR,Trump,Arkansas
20,Biden,4,AZ,Biden,Arizona
20,Biden,5,CA,Biden,California
20,Biden,6,CO,Biden,Colorado
20,Biden,7,CT,Biden,Connecticut
20,Biden,8,DC,Biden,District of Columbia
20,Biden,9,DE,Biden,Delaware
20,Biden,10,FL,Biden,Florida
20,Biden,11,GA,Trump,Georgia
20,Biden,12,HI,Biden,Hawaii
20,Biden,13,IA,Trump,Iowa
20,Biden,14,ID,Trump,Idaho
20,Biden,15,IL,Biden,Illinois
20,Biden,16,IN,Trump,Indiana
20,Biden,17,KS,Trump,Kansas
20,Biden,18,KY,Trump,Kentucky
20,Biden,19,LA,Trump,Louisiana
20,Biden,20,MA,Biden,Massachusetts
20,Biden,21,MD,Biden,Maryland
20,Biden,22,ME,Biden,Maine
20,Biden,24,MN,Biden,Michigan
20,Biden,25,MO,Biden,Minnesota
20,Biden,26,MS,Trump,Missouri
20,Biden,27,MT,Trump,Mississippi
20,Biden,28,NC,Trump,Montana
20,Biden,29,ND,Biden,North Carolina
20,Biden,30,NE,Trump,North Dakota
20,Biden,31,NH,Trump,Nebraska
20,Biden,32,NJ,Biden,New Hampshire
20,Biden,33,NM,Biden,New Jersey
20,Biden,34,NV,Biden,New Mexico
20,Biden,35,NY,Biden,Nevada
20,Biden,36,OH,Biden,New York
20,Biden,37,OK,Trump,Ohio
20,Biden,38,OR,Trump,Oklahoma
20,Biden,39,PA,Biden,Oregon
20,Biden,40,RI,Biden,Pennsylvania
20,Biden,41,SC,Biden,Rhode Island
20,Biden,42,SD,Trump,South Carolina
20,Biden,43,TN,Trump,South Dakota
20,Biden,44,TX,Trump,Tennessee
20,Biden,45,UT,Biden,Texas
20,Biden,46,VA,Trump,Utah
20,Biden,47,VT,Biden,Virginia
20,Biden,48,WA,Biden,Vermont
20,Biden,49,WI,Biden,Washington
20,Biden,50,WV,Biden,Wisconsin
20,Biden,51,WY,Trump,West Virginia
20,Biden,52,NA,Trump,Wyoming
21,Biden,1,AK,Trump,Alaska
21,Biden,2,AL,Trump,Alabama
21,Biden,3,AR,Trump,Arkansas
21,Biden,4,AZ,Trump,Arizona
21,Biden,5,CA,Biden,California
21,Biden,6,CO,Biden,Colorado
21,Biden,7,CT,Biden,Connecticut
21,Biden,8,DC,Biden,District of Columbia
21,Biden,9,DE,Biden,Delaware
21,Biden,10,FL,Biden,Florida
21,Biden,11,GA,Biden,Georgia
21,Biden,12,HI,Biden,Hawaii
21,Biden,13,IA,Biden,Iowa
21,Biden,14,ID,Trump,Idaho
21,Biden,15,IL,Biden,Illinois
21,Biden,16,IN,Trump,Indiana
21,Biden,17,KS,Trump,Kansas
21,Biden,18,KY,Trump,Kentucky
21,Biden,19,LA,Trump,Louisiana
21,Biden,20,MA,Biden,Massachusetts
21,Biden,21,MD,Biden,Maryland
21,Biden,22,ME,Biden,Maine
21,Biden,24,MN,Biden,Michigan
21,Biden,25,MO,Biden,Minnesota
21,Biden,26,MS,Biden,Missouri
21,Biden,27,MT,Trump,Mississippi
21,Biden,28,NC,Trump,Montana
21,Biden,29,ND,Biden,North Carolina
21,Biden,30,NE,Trump,North Dakota
21,Biden,31,NH,Trump,Nebraska
21,Biden,32,NJ,Biden,New Hampshire
21,Biden,33,NM,Biden,New Jersey
21,Biden,34,NV,Biden,New Mexico
21,Biden,35,NY,Biden,Nevada
21,Biden,36,OH,Biden,New York
21,Biden,37,OK,Biden,Ohio
21,Biden,38,OR,Trump,Oklahoma
21,Biden,39,PA,Biden,Oregon
21,Biden,40,RI,Biden,Pennsylvania
21,Biden,41,SC,Biden,Rhode Island
21,Biden,42,SD,Trump,South Carolina
21,Biden,43,TN,Trump,South Dakota
21,Biden,44,TX,Trump,Tennessee
21,Biden,45,UT,Biden,Texas
21,Biden,46,VA,Trump,Utah
21,Biden,47,VT,Biden,Virginia
21,Biden,48,WA,Biden,Vermont
21,Biden,49,WI,Biden,Washington
21,Biden,50,WV,Biden,Wisconsin
21,Biden,51,WY,Trump,West Virginia
21,Biden,52,NA,Trump,Wyoming
22,Biden,1,AK,Trump,Alaska
22,Biden,2,AL,Trump,Alabama
22,Biden,3,AR,Trump,Arkansas
22,Biden,4,AZ,Biden,Arizona
22,Biden,5,CA,Biden,California
22,Biden,6,CO,Biden,Colorado
22,Biden,7,CT,Biden,Connecticut
22,Biden,8,DC,Biden,District of Columbia
22,Biden,9,DE,Biden,Delaware
22,Biden,10,FL,Biden,Florida
22,Biden,11,GA,Biden,Georgia
22,Biden,12,HI,Biden,Hawaii
22,Biden,13,IA,Trump,Iowa
22,Biden,14,ID,Trump,Idaho
22,Biden,15,IL,Biden,Illinois
22,Biden,16,IN,Trump,Indiana
22,Biden,17,KS,Trump,Kansas
22,Biden,18,KY,Trump,Kentucky
22,Biden,19,LA,Trump,Louisiana
22,Biden,20,MA,Biden,Massachusetts
22,Biden,21,MD,Biden,Maryland
22,Biden,22,ME,Biden,Maine
22,Biden,24,MN,Biden,Michigan
22,Biden,25,MO,Biden,Minnesota
22,Biden,26,MS,Trump,Missouri
22,Biden,27,MT,Trump,Mississippi
22,Biden,28,NC,Trump,Montana
22,Biden,29,ND,Biden,North Carolina
22,Biden,30,NE,Trump,North Dakota
22,Biden,31,NH,Trump,Nebraska
22,Biden,32,NJ,Biden,New Hampshire
22,Biden,33,NM,Biden,New Jersey
22,Biden,34,NV,Biden,New Mexico
22,Biden,35,NY,Biden,Nevada
22,Biden,36,OH,Biden,New York
22,Biden,37,OK,Trump,Ohio
22,Biden,38,OR,Trump,Oklahoma
22,Biden,39,PA,Biden,Oregon
22,Biden,40,RI,Biden,Pennsylvania
22,Biden,41,SC,Biden,Rhode Island
22,Biden,42,SD,Trump,South Carolina
22,Biden,43,TN,Trump,South Dakota
22,Biden,44,TX,Trump,Tennessee
22,Biden,45,UT,Trump,Texas
22,Biden,46,VA,Trump,Utah
22,Biden,47,VT,Biden,Virginia
22,Biden,48,WA,Biden,Vermont
22,Biden,49,WI,Biden,Washington
22,Biden,50,WV,Biden,Wisconsin
22,Biden,51,WY,Trump,West Virginia
22,Biden,52,NA,Trump,Wyoming
23,Biden,1,AK,Biden,Alaska
23,Biden,2,AL,Trump,Alabama
23,Biden,3,AR,Trump,Arkansas
23,Biden,4,AZ,Biden,Arizona
23,Biden,5,CA,Biden,California
23,Biden,6,CO,Biden,Colorado
23,Biden,7,CT,Biden,Connecticut
23,Biden,8,DC,Biden,District of Columbia
23,Biden,9,DE,Biden,Delaware
23,Biden,10,FL,Biden,Florida
23,Biden,11,GA,Biden,Georgia
23,Biden,12,HI,Biden,Hawaii
23,Biden,13,IA,Biden,Iowa
23,Biden,14,ID,Trump,Idaho
23,Biden,15,IL,Biden,Illinois
23,Biden,16,IN,Biden,Indiana
23,Biden,17,KS,Trump,Kansas
23,Biden,18,KY,Trump,Kentucky
23,Biden,19,LA,Biden,Louisiana
23,Biden,20,MA,Biden,Massachusetts
23,Biden,21,MD,Biden,Maryland
23,Biden,22,ME,Biden,Maine
23,Biden,24,MN,Biden,Michigan
23,Biden,25,MO,Biden,Minnesota
23,Biden,26,MS,Biden,Missouri
23,Biden,27,MT,Biden,Mississippi
23,Biden,28,NC,Trump,Montana
23,Biden,29,ND,Biden,North Carolina
23,Biden,30,NE,Trump,North Dakota
23,Biden,31,NH,Trump,Nebraska
23,Biden,32,NJ,Biden,New Hampshire
23,Biden,33,NM,Biden,New Jersey
23,Biden,34,NV,Biden,New Mexico
23,Biden,35,NY,Biden,Nevada
23,Biden,36,OH,Biden,New York
23,Biden,37,OK,Biden,Ohio
23,Biden,38,OR,Trump,Oklahoma
23,Biden,39,PA,Biden,Oregon
23,Biden,40,RI,Biden,Pennsylvania
23,Biden,41,SC,Biden,Rhode Island
23,Biden,42,SD,Biden,South Carolina
23,Biden,43,TN,Trump,South Dakota
23,Biden,44,TX,Trump,Tennessee
23,Biden,45,UT,Biden,Texas
23,Biden,46,VA,Trump,Utah
23,Biden,47,VT,Biden,Virginia
23,Biden,48,WA,Biden,Vermont
23,Biden,49,WI,Biden,Washington
23,Biden,50,WV,Biden,Wisconsin
23,Biden,51,WY,Trump,West Virginia
23,Biden,52,NA,Trump,Wyoming
24,Biden,1,AK,Trump,Alaska
24,Biden,2,AL,Trump,Alabama
24,Biden,3,AR,Trump,Arkansas
24,Biden,4,AZ,Biden,Arizona
24,Biden,5,CA,Biden,California
24,Biden,6,CO,Biden,Colorado
24,Biden,7,CT,Biden,Connecticut
24,Biden,8,DC,Biden,District of Columbia
24,Biden,9,DE,Biden,Delaware
24,Biden,10,FL,Trump,Florida
24,Biden,11,GA,Trump,Georgia
24,Biden,12,HI,Biden,Hawaii
24,Biden,13,IA,Trump,Iowa
24,Biden,14,ID,Trump,Idaho
24,Biden,15,IL,Biden,Illinois
24,Biden,16,IN,Trump,Indiana
24,Biden,17,KS,Trump,Kansas
24,Biden,18,KY,Trump,Kentucky
24,Biden,19,LA,Trump,Louisiana
24,Biden,20,MA,Biden,Massachusetts
24,Biden,21,MD,Biden,Maryland
24,Biden,22,ME,Biden,Maine
24,Biden,24,MN,Biden,Michigan
24,Biden,25,MO,Biden,Minnesota
24,Biden,26,MS,Trump,Missouri
24,Biden,27,MT,Trump,Mississippi
24,Biden,28,NC,Trump,Montana
24,Biden,29,ND,Trump,North Carolina
24,Biden,30,NE,Trump,North Dakota
24,Biden,31,NH,Trump,Nebraska
24,Biden,32,NJ,Biden,New Hampshire
24,Biden,33,NM,Biden,New Jersey
24,Biden,34,NV,Biden,New Mexico
24,Biden,35,NY,Biden,Nevada
24,Biden,36,OH,Biden,New York
24,Biden,37,OK,Trump,Ohio
24,Biden,38,OR,Trump,Oklahoma
24,Biden,39,PA,Biden,Oregon
24,Biden,40,RI,Biden,Pennsylvania
24,Biden,41,SC,Biden,Rhode Island
24,Biden,42,SD,Trump,South Carolina
24,Biden,43,TN,Trump,South Dakota
24,Biden,44,TX,Trump,Tennessee
24,Biden,45,UT,Trump,Texas
24,Biden,46,VA,Trump,Utah
24,Biden,47,VT,Biden,Virginia
24,Biden,48,WA,Biden,Vermont
24,Biden,49,WI,Biden,Washington
24,Biden,50,WV,Biden,Wisconsin
24,Biden,51,WY,Trump,West Virginia
24,Biden,52,NA,Trump,Wyoming
